BioSample_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Organism_s	Run_s	SRA_Sample_s	Sample_Name_s	Assay_Type_s	AssemblyName_s	BioProject_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Platform_s	ReleaseDate_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMN00839327	SRX131280	BKN009_library	2012-08-11	5407	2722	Zea mays	SRR447943	SRS302389	BKN009	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839402	SRX131281	TIL04-TIP285_library	2012-08-11	2210	1331	Zea mays subsp. parviglumis	SRR447944	SRS302464	TIL04-TIP285	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839349	SRX131282	BKN040_library	2012-08-11	5414	2691	Zea mays	SRR447945	SRS302411	BKN040	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839363	SRX131283	CML277_library	2012-08-11	2191	1442	Zea mays	SRR447946	SRS302425	CML277	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839363	SRX131284	CML277_library	2012-08-11	2922	1992	Zea mays	SRR447947	SRS302425	CML277	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839389	SRX131285	MO17_library	2012-08-11	1691	1166	Zea mays	SRR447948	SRS302451	MO17	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839389	SRX131286	MO17_library	2012-08-11	2747	1625	Zea mays	SRR447949	SRS302451	MO17	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839389	SRX131287	MO17_library	2012-08-11	1309	781	Zea mays	SRR447950	SRS302451	MO17	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839338	SRX131288	BKN023_library	2012-08-11	5199	2509	Zea mays	SRR447951	SRS302400	BKN023	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839338	SRX131289	BKN023_library	2012-08-11	5635	2804	Zea mays	SRR447952	SRS302400	BKN023	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839378	SRX131290	CML85_library	2012-08-11	6675	4160	Zea mays	SRR447953	SRS302440	CML85	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839409	SRX131291	TIL09_library	2012-08-11	4478	2087	Zea mays subsp. parviglumis	SRR447954	SRS302471	TIL09	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839409	SRX131292	TIL09_library	2012-08-11	4468	2118	Zea mays subsp. parviglumis	SRR447955	SRS302471	TIL09	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839420	SRX131293	VL0512447_library	2012-08-11	6675	4410	Zea mays	SRR447956	SRS302482	VL0512447	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839326	SRX131294	B97_library	2012-08-11	4858	3254	Zea mays	SRR447957	SRS302388	B97-1	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839326	SRX131295	B97_library	2012-08-11	2790	1896	Zea mays	SRR447958	SRS302388	B97-1	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839326	SRX131296	B97_library	2012-08-11	2935	2050	Zea mays	SRR447959	SRS302388	B97-1	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839407	SRX131297	TIL07_library	2012-08-11	3945	1989	Zea mays subsp. parviglumis	SRR447960	SRS302469	TIL07	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839407	SRX131298	TIL07_library	2012-08-11	3498	1753	Zea mays subsp. parviglumis	SRR447961	SRS302469	TIL07	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839403	SRX131299	TIL04-TIP454_library	2012-08-11	3048	2148	Zea mays subsp. parviglumis	SRR447962	SRS302465	TIL04-TIP454	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839403	SRX131300	TIL04-TIP454_library	2012-08-11	2912	1916	Zea mays subsp. parviglumis	SRR447963	SRS302465	TIL04-TIP454	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839403	SRX131301	TIL04-TIP454_library	2012-08-11	3009	2040	Zea mays subsp. parviglumis	SRR447964	SRS302465	TIL04-TIP454	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839395	SRX131302	OH7B_library	2012-08-11	2715	1903	Zea mays	SRR447965	SRS302457	OH7B	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839395	SRX131303	OH7B_library	2012-08-11	5017	3306	Zea mays	SRR447966	SRS302457	OH7B	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839354	SRX131304	CAUMO17_library	2015-06-28	1430	1025	Zea mays	SRR447967	SRS302416	CAUMO17	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839354	SRX131305	CAUMO17_library	2015-06-28	1142	675	Zea mays	SRR447968	SRS302416	CAUMO17	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839354	SRX131306	CAUMO17_library	2015-06-28	1181	859	Zea mays	SRR447969	SRS302416	CAUMO17	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839354	SRX131307	CAUMO17_library	2015-06-28	1430	1041	Zea mays	SRR447970	SRS302416	CAUMO17	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839354	SRX131308	CAUMO17_library	2015-06-28	1430	932	Zea mays	SRR447971	SRS302416	CAUMO17	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839354	SRX131309	CAUMO17_library	2015-06-28	1430	1089	Zea mays	SRR447972	SRS302416	CAUMO17	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839354	SRX131310	CAUMO17_library	2015-06-28	1430	1012	Zea mays	SRR447973	SRS302416	CAUMO17	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839354	SRX131311	CAUMO17_library	2015-06-28	590	429	Zea mays	SRR447974	SRS302416	CAUMO17	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839354	SRX131312	CAUMO17_library	2015-06-28	1430	1026	Zea mays	SRR447975	SRS302416	CAUMO17	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839354	SRX131313	CAUMO17_library	2015-06-28	1430	1046	Zea mays	SRR447976	SRS302416	CAUMO17	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839354	SRX131314	CAUMO17_library	2015-06-28	1430	1021	Zea mays	SRR447977	SRS302416	CAUMO17	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839354	SRX131315	CAUMO17_library	2015-06-28	1430	1019	Zea mays	SRR447978	SRS302416	CAUMO17	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839354	SRX131316	CAUMO17_library	2015-06-28	347	258	Zea mays	SRR447979	SRS302416	CAUMO17	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839375	SRX131317	CML52_library	2012-08-11	2994	2000	Zea mays	SRR447980	SRS302437	CML52	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839375	SRX131318	CML52_library	2012-08-11	4880	2893	Zea mays	SRR447981	SRS302437	CML52	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839336	SRX131319	BKN020_library	2012-08-11	5363	2631	Zea mays	SRR447982	SRS302398	BKN020	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839336	SRX131320	BKN020_library	2012-08-11	5536	2735	Zea mays	SRR447983	SRS302398	BKN020	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839325	SRX131321	B73_library	2012-08-11	2561	1502	Zea mays	SRR447984	SRS302387	B73-1	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839325	SRX131322	B73_library	2012-08-11	1276	759	Zea mays	SRR447985	SRS302387	B73-1	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839325	SRX131323	B73_library	2012-08-11	1640	1128	Zea mays	SRR447986	SRS302387	B73-1	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839362	SRX131324	CML247_library	2012-08-11	3076	2110	Zea mays	SRR447987	SRS302424	CML247	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839362	SRX131325	CML247_library	2012-08-11	2187	1209	Zea mays	SRR447988	SRS302424	CML247	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839406	SRX131326	TIL06-TIP496_library	2012-08-11	3168	2177	Zea mays subsp. parviglumis	SRR447989	SRS302468	TIL06-TIP496	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839406	SRX131327	TIL06-TIP496_library	2012-08-11	3097	2131	Zea mays subsp. parviglumis	SRR447990	SRS302468	TIL06-TIP496	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839422	SRX131328	VL054178_library	2012-08-11	6675	4139	Zea mays	SRR447991	SRS302484	VL054178	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839345	SRX131329	BKN032_library	2012-08-11	4626	2342	Zea mays	SRR447992	SRS302407	BKN032	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839345	SRX131330	BKN032_library	2012-08-11	5402	2701	Zea mays	SRR447993	SRS302407	BKN032	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839334	SRX131331	BKN018_library	2012-08-11	4978	2429	Zea mays	SRR447994	SRS302396	BKN018	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839334	SRX131332	BKN018_library	2012-08-11	5348	2631	Zea mays	SRR447995	SRS302396	BKN018	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839425	SRX131333	VL062784_library	2012-08-11	6675	4158	Zea mays	SRR447996	SRS302487	VL062784	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839412	SRX131334	TIL12_library	2012-08-11	4138	1830	Zea mays subsp. parviglumis	SRR447997	SRS302474	TIL12	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839383	SRX131335	IL14H_library	2012-08-11	3011	1876	Zea mays	SRR447998	SRS302445	IL14H	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839383	SRX131336	IL14H_library	2012-08-11	5196	3209	Zea mays	SRR447999	SRS302445	IL14H	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839343	SRX131337	BKN030_library	2012-08-11	5653	2842	Zea mays	SRR448000	SRS302405	BKN030	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839343	SRX131338	BKN030_library	2012-08-11	5299	2547	Zea mays	SRR448001	SRS302405	BKN030	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839392	SRX131339	NC350_library	2012-08-11	2094	1459	Zea mays	SRR448002	SRS302454	NC350	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839392	SRX131340	NC350_library	2012-08-11	2561	1752	Zea mays	SRR448003	SRS302454	NC350	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839357	SRX131341	CML133_library	2012-08-11	6675	4105	Zea mays	SRR448004	SRS302419	CML133	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839361	SRX131342	CML228_library	2012-08-11	2960	2036	Zea mays	SRR448005	SRS302423	CML228	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839361	SRX131343	CML228_library	2012-08-11	2973	2049	Zea mays	SRR448006	SRS302423	CML228	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839367	SRX131344	CML333_library	2012-08-11	2999	2056	Zea mays	SRR448007	SRS302429	CML333	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839367	SRX131345	CML333_library	2012-08-11	4591	3057	Zea mays	SRR448008	SRS302429	CML333	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839355	SRX131346	CAUZHENG58_library	2015-06-28	1430	1000	Zea mays	SRR448009	SRS302417	CAUZHENG58	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839355	SRX131347	CAUZHENG58_library	2015-06-28	867	541	Zea mays	SRR448010	SRS302417	CAUZHENG58	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839355	SRX131348	CAUZHENG58_library	2015-06-28	922	792	Zea mays	SRR448011	SRS302417	CAUZHENG58	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839355	SRX131349	CAUZHENG58_library	2015-06-28	1292	937	Zea mays	SRR448012	SRS302417	CAUZHENG58	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839355	SRX131350	CAUZHENG58_library	2015-06-28	1242	914	Zea mays	SRR448013	SRS302417	CAUZHENG58	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839355	SRX131351	CAUZHENG58_library	2015-06-28	1430	1011	Zea mays	SRR448014	SRS302417	CAUZHENG58	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839355	SRX131352	CAUZHENG58_library	2015-06-28	695	597	Zea mays	SRR448015	SRS302417	CAUZHENG58	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839355	SRX131353	CAUZHENG58_library	2015-06-28	127	92	Zea mays	SRR448016	SRS302417	CAUZHENG58	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839355	SRX131354	CAUZHENG58_library	2015-06-28	1430	1081	Zea mays	SRR448017	SRS302417	CAUZHENG58	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839355	SRX131355	CAUZHENG58_library	2015-06-28	1430	1123	Zea mays	SRR448018	SRS302417	CAUZHENG58	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839355	SRX131356	CAUZHENG58_library	2015-06-28	1016	670	Zea mays	SRR448019	SRS302417	CAUZHENG58	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839365	SRX131357	CML322_library	2012-08-11	3121	2169	Zea mays	SRR448020	SRS302427	CML322	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839365	SRX131358	CML322_library	2012-08-11	2492	1670	Zea mays	SRR448021	SRS302427	CML322	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839350	SRX131359	CAU178_library	2015-06-28	1258	1059	Zea mays	SRR448022	SRS302412	CAU178	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839350	SRX131360	CAU178_library	2015-06-28	1229	979	Zea mays	SRR448023	SRS302412	CAU178	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839350	SRX131361	CAU178_library	2012-08-11	269	202	Zea mays	SRR448024	SRS302412	CAU178	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839350	SRX131362	CAU178_library	2015-06-28	1258	1041	Zea mays	SRR448025	SRS302412	CAU178	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839350	SRX131363	CAU178_library	2015-06-28	1258	1035	Zea mays	SRR448026	SRS302412	CAU178	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839350	SRX131364	CAU178_library	2015-06-28	1258	1039	Zea mays	SRR448027	SRS302412	CAU178	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839350	SRX131365	CAU178_library	2015-06-28	1423	1267	Zea mays	SRR448028	SRS302412	CAU178	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839350	SRX131366	CAU178_library	2015-06-28	1368	1074	Zea mays	SRR448029	SRS302412	CAU178	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839350	SRX131367	CAU178_library	2015-06-28	970	622	Zea mays	SRR448030	SRS302412	CAU178	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839350	SRX131368	CAU178_library	2015-06-28	737	624	Zea mays	SRR448031	SRS302412	CAU178	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
SAMN00839350	SRX131369	CAU178_library	2015-06-28	839	599	Zea mays	SRR448032	SRS302412	CAU178	WGS	<not provided>	<not provided>	CSHL	public	250	PAIRED	RANDOM	GENOMIC	ILLUMINA	2012-05-22	SRP011907	<not provided>	<not provided>	<not provided>
